llevel,mlevel,minorMasterId,playerName,playerNameRoute,UPURL,UPID,positionDB,playerTeamId,RPM,Vel,cRisk,cETA,cFV,cWeight,cHeight,cRank,cOVR,cORG,cTrend,cDraftSchool,Hit,Game,Raw,Spd,Fld,Arm,FB,SL,CB,CH,SPL,CT,CMD,cSeason,playerPageSortOrder,cCollegeCommit,ID,RowID,FirstName,LastName,Position,Age,Team,Season,Type,PlayerId,DraftRank,ProjTeam,Ovr_Rank,Org_Rank,FV_Current,Risk_Current,ETA_Current,Draft,CollegeCommit,Height,Weight,Bats,Throws,School,Summary,YouTube,pHit,fHit,pGame,fGame,pRaw,fRaw,pSpd,fSpd,pFld,fFld,pArm,fArm,pFB,fFB,pSL,fSL,pCB,fCB,pSPL,fSPL,pCMD,fCMD,bRPM,fRPM,Range,Touch,Variance,options,servicetime,pCH,fCH,pCT,fCT
MLB,MLB,sa828873,Logan Webb,Logan Webb,/players/logan-webb/17995/stats/pitching,17995,P,30.0,,,,2020,40,220,"6' 2""",,,22,,Rocklin HS (CA),,,,,,,55 / 55,50 / 55,,45 / 50,,,30 / 40,2018,0,,17776,22,Logan,Webb,RHP,21,SFG,2018,2018 Report,17995,0,,0,22,40,0,2020,4th rd 2014,,74,220,R,R,Rocklin HS (CA),,,,,,,,,,,,,,,55.0,55.0,50.0,55.0,,,,,30.0,40.0,0,0,,0,,n/a,6.044,45.0,50.0,,
,AAA,sa3003109,Luis Miguel Romero,Luis Miguel Romero,/players/luis-romero/sa3003109/stats/pitching,sa3003109,P,-1.0,,,,2019,40,180,"6' 2""",,,22,,Cuba,,,,,,,55 / 55,55 / 60,,50 / 55,,,45 / 50,2018,0,,17272,22,Luis Miguel,Romero,RHP,23,OAK,2018,2018 Report,sa3003109,0,,0,22,40,0,2019,J2 2016,,74,180,R,R,Cuba,,hUWwQN8G2Js,,,,,,,,,,,,,55.0,55.0,55.0,60.0,,,,,45.0,50.0,0,0,,0,,2,0.013,50.0,55.0,,
AAA,MLB,sa918020,Abraham Toro,Abraham Toro,/players/abraham-toro/19844/stats/batting,19844,2B/3B,7.0,,,,2021,40,190,"6' 1""",,,22,,Seminole State JC (OK),30 / 45,30 / 50,50 / 50,50 / 40,45 / 50,70 / 70,,,,,,,,2018,0,,17544,22,Abraham,Toro-Hernandez,3B,21,HOU,2018,2018 Report,19844,0,,0,22,40,0,2021,5th rd 2016,,73,190,S,R,Seminole State JC (OK),,,30.0,45.0,30.0,50.0,50.0,50.0,50.0,40.0,45.0,50.0,70.0,70.0,,,,,,,,,,,0,0,,0,,0,4.106,,,,
,MLB,sa735855,Yonny Chirinos,Yonny Chirinos,/players/yonny-chirinos/16401/stats/pitching,16401,P,-1.0,,,,2018,40,210,"6' 2""",,,22,,Venezuela,,,,,,,50 / 50,55 / 55,,45 / 50,,,50 / 55,2018,0,,17308,22,Yonny,Chirinos,RHP,24,TBR,2018,2018 Report,16401,0,,0,22,40,0,2018,J2 2011,,74,210,R,R,Venezuela,,,,,,,,,,,,,,,50.0,50.0,55.0,55.0,,,,,50.0,55.0,0,0,,0,,n/a,5.151,45.0,50.0,,
AAA,MLB,sa829638,Devin Smeltzer,Devin Smeltzer,/players/devin-smeltzer/19487/stats/pitching,19487,P,,,,,2019,40,195,"6' 3""",,,22,,San Jacinto JC (TX),,,,,,,45 / 45,45 / 50,55 / 60,55 / 60,,,45 / 50,2018,0,,17571,22,Devin,Smezlter,LHP,22,LAD,2018,2018 Report,19487,0,,0,22,40,0,2019,5th rd 2016,,75,195,R,L,San Jacinto JC (TX),,sO68TM2v_iE,,,,,,,,,,,,,45.0,45.0,45.0,50.0,55.0,60.0,,,45.0,50.0,0,0,,0,,0,2.136,55.0,60.0,,
,AA,sa829382,K.J. Harrison,K.J. Harrison,/players/kainoa-harrison/sa829382/stats/batting,sa829382,1B,-1.0,,,,2020,40,208,"6' 0""",,,22,,Oregon State,25 / 40,30 / 50,55 / 60,30 / 30,30 / 45,45 / 50,,,,,,,,2018,0,,17594,22,K.J.,Harrison,C,21,MIL,2018,2018 Report,sa829382,0,,0,22,40,0,2020,3rd rd 2017,,72,208,R,R,Oregon State,,z-yadgX651I,25.0,40.0,30.0,50.0,55.0,60.0,30.0,30.0,30.0,45.0,45.0,50.0,,,,,,,,,,,0,0,,0,,R5,,,,,
AAA,MLB,sa550247,Connor Sadzeck,Connor Sadzeck,/players/connor-sadzeck/13483/stats/pitching,13483,P,,,,,2018,40,240,"6' 5""",,,22,,Howard JC (TX),,,,,,,60 / 60,55 / 55,50 / 50,40 / 45,,,40 / 45,2018,0,,17342,22,Connor,Sadzeck,RHP,26,TEX,2018,2018 Report,13483,0,,0,22,40,0,2018,11th rd 2011,,77,240,R,R,Howard JC (TX),,,,,,,,,,,,,,,60.0,60.0,55.0,55.0,50.0,50.0,,,40.0,45.0,0,0,,0,,0,1.031,40.0,45.0,,
,AAA,sa658929,Jon Harris,Jon Harris,/players/jonathan-harris/sa658929/stats/pitching,sa658929,P,-1.0,,,,2018,40,175,"6' 4""",,,22,,Missouri State,,,,,,,45 / 45,45 / 50,50 / 55,50 / 55,,,40 / 45,2018,0,,17369,22,Jon,Harris,RHP,24,TOR,2018,2018 Report,sa658929,0,,0,22,40,0,2018,1st rd 2015,,76,175,R,R,Missouri State,,hLuD_A3MpEk,,,,,,,,,,,,,45.0,45.0,45.0,50.0,50.0,55.0,,,40.0,45.0,0,0,,0,,R5,,50.0,55.0,,
,AAA,sa658576,Jameson Fisher,Jameson Fisher,/players/william-fisher/sa658576/stats/batting,sa658576,1B/OF,-1.0,,,,2019,40,200,"6' 2""",,,22,,Southeast Lousiana,40 / 55,30 / 45,45 / 45,45 / 40,40 / 50,40 / 40,,,,,,,,2018,0,,17120,22,Jameson,Fisher,LF,23,CHW,2018,2018 Report,sa658576,0,,0,22,40,0,2019,4th rd 2016,,74,200,L,R,Southeast Lousiana,,,40.0,55.0,30.0,45.0,45.0,45.0,45.0,40.0,40.0,50.0,40.0,40.0,,,,,,,,,,,0,0,,0,,R5,,,,,
AAA,AAA,sa917939,Andy Yerzy,Andy Yerzy,/players/andrew-yerzy/sa917939/stats/batting,sa917939,C/1B,28.0,,,,2022,40,215,"6' 3""",,,22,,York Mills Institute (Ontario),20 / 45,30 / 45,50 / 55,30 / 30,40 / 45,50 / 50,,,,,,,,2018,0,,17391,22,Andy,Yerzy,C,19,ARI,2018,2018 Report,sa917939,0,,0,22,40,0,2022,2nd rd 2016,,75,215,L,R,York Mills Institute (Ontario),,,20.0,45.0,30.0,45.0,50.0,55.0,30.0,30.0,40.0,45.0,50.0,50.0,,,,,,,,,,,0,0,,0,,R5,,,,,
MLB,MLB,sa659551,Ranger Suarez,Ranger Suarez,/players/ranger-suarez/17277/stats/pitching,17277,P,3.0,,,,2020,40,180,"6' 1""",,,22,,Venezuela,,,,,,,50 / 50,50 / 55,,40 / 50,,,45 / 55,2018,0,,17656,22,Ranger,Suarez,LHP,22,PHI,2018,2018 Report,17277,0,,0,22,40,0,2020,J2 2011,,73,180,L,L,Venezuela,,,,,,,,,,,,,,,50.0,50.0,50.0,55.0,,,,,45.0,55.0,0,0,,0,,n/a,6.112,40.0,50.0,,
,MLB,sa858804,Sam Haggerty,Sam Haggerty,/players/sam-haggerty/18054/stats/batting,18054,OF,-1.0,,,,2020,40,175,"5' 11""",,,22,,New Mexico,30 / 40,30 / 40,45 / 50,60 / 60,45 / 50,45 / 45,,,,,,,,2018,0,,17145,22,Sam,Haggerty,UTIL,23,CLE,2018,2018 Report,18054,0,,0,22,40,0,2020,24th rd 2015,,71,175,S,R,New Mexico,,,30.0,40.0,30.0,40.0,45.0,50.0,60.0,60.0,45.0,50.0,45.0,45.0,,,,,,,,,,,0,0,,0,,n/a,5.007,,,,
AA,MLB,sa737557,Dustin Peterson,Dustin Peterson,/players/dustin-peterson/15189/stats/batting,15189,OF,-1.0,,,,2018,40,185,"6' 2""",,,23,,Gilbert HS (AZ),45 / 50,45 / 50,55 / 55,50 / 45,45 / 50,40 / 40,,,,,,,,2018,0,,17415,23,Dustin,Peterson,LF,22,ATL,2018,2018 Report,15189,0,,0,23,40,0,2018,2nd rd 2013,,74,185,R,R,Gilbert HS (AZ),,3Adp3VBEEA8,45.0,50.0,45.0,50.0,55.0,55.0,50.0,45.0,45.0,50.0,40.0,40.0,,,,,,,,,,,0,0,,0,,1,0.035,,,,
AAA,MLB,sa827481,Spencer Turnbull,Spencer Turnbull,/players/spencer-turnbull/16207/stats/pitching,16207,P,,,,,2018,40,215,"6' 3""",,,23,,Alabama,,,,,,,60 / 60,55 / 55,45 / 45,50 / 50,,,40 / 40,2018,0,,17168,23,Spencer,Turnbull,RHP,25,DET,2018,2018 Report,16207,0,,0,23,40,0,2018,2nd rd 2014,,75,215,R,R,Alabama,,f_uHlgNXsp8,,,,,,,,,,,,,60.0,60.0,55.0,55.0,45.0,45.0,,,40.0,40.0,0,0,,0,,n/a,6.040,50.0,50.0,,
,MLB,sa549722,Dovydas Neverauskas,Dovydas Neverauskas,/players/dovydas-neverauskas/11604/stats/pitching,11604,P,-1.0,,,,2018,40,215,"6' 3""",,,23,,Lithuania,,,,,,,70 / 70,,50 / 55,,,45 / 45,45 / 45,2018,0,,17683,23,Dovydas,Neverauskas,RHP,24,PIT,2018,2018 Report,11604,0,,0,23,40,0,2018,J2 2009,,75,215,R,R,Lithuania,,,,,,,,,,,,,,,70.0,70.0,,,50.0,55.0,,,45.0,45.0,0,0,,0,,0,1.170,,,45.0,45.0
,AAA,sa876284,Daniel Tillo,Daniel Tillo,/players/daniel-tillo/sa876284/stats/pitching,sa876284,P,-1.0,,,,2021,40,215,"6' 5""",,,23,,Iowa Western JC,,,,,,,50 / 55,50 / 55,,40 / 50,,,40 / 50,2018,0,,17192,23,Daniel,Tillo,LHP,21,KCR,2018,2018 Report,sa876284,0,,0,23,40,0,2021,3rd rd 2017,,77,215,L,L,Iowa Western JC,,,,,,,,,,,,,,,50.0,55.0,50.0,55.0,,,,,40.0,50.0,0,0,,0,,2,0.099,40.0,50.0,,
,AAA,sa738697,Connor Jones,Connor Jones,/players/connor-jones/sa738697/stats/pitching,sa738697,P,-1.0,,,,2019,40,215,"6' 3""",,,23,,Virginia,,,,,,,50 / 50,45 / 45,,50 / 55,,,40 / 45,2018,0,,17711,23,Connor,Jones,RHP,23,STL,2018,2018 Report,sa738697,0,,0,23,40,0,2019,2nd rd 2016,,75,215,R,R,Virginia,,,,,,,,,,,,,,,50.0,50.0,45.0,45.0,,,,,40.0,45.0,0,0,,0,,R5,,50.0,55.0,,
,AAA,sa917055,Miguel Hernandez,Miguel Hernandez,/players/miguel-hernandez/sa917055/stats/batting,sa917055,SS,-1.0,,,,2023,40,170,"6' 0""",,,23,,Venezuela,20 / 50,20 / 30,20 / 40,55 / 60,40 / 55,60 / 60,,,,,,,,2018,0,,17469,23,Miguel,Hernandez,SS,18,CIN,2018,2018 Report,sa917055,0,,0,23,40,0,2023,J2 2015,,72,170,R,R,Venezuela,,n6Hc7GlV8mA,20.0,50.0,20.0,30.0,20.0,40.0,55.0,60.0,40.0,55.0,60.0,60.0,,,,,,,,,,,0,0,,0,,R5,,,,,
,MLB,sa658468,Gabriel Moya,Gabriel Moya,/players/gabriel-moya/16348/stats/pitching,16348,P,-1.0,,,,2018,40,175,"6' 0""",,,23,,Venezuela,,,,,,,50 / 50,30 / 30,50 / 50,60 / 60,,,50 / 50,2018,0,,17216,23,Gabriel,Moya,LHP,23,MIN,2018,2018 Report,16348,0,,0,23,40,0,2018,J2 2011,,72,175,L,L,Venezuela,,,,,,,,,,,,,,,50.0,50.0,30.0,30.0,50.0,50.0,,,50.0,50.0,0,0,,0,,1,0.139,60.0,60.0,,
AAA,AAA,sa3004153,Blake Hunt,Blake Hunt,/players/blake-hunt/sa3004153/stats/batting,sa3004153,C,29.0,,,,2022,40,185,"6' 3""",,,23,,Mater Dei HS (CA),20 / 50,20 / 45,55 / 60,40 / 30,40 / 55,55 / 55,,,,,,,,2018,0,,17734,23,Blake,Hunt,C,19,SDP,2018,2018 Report,sa3004153,0,,0,23,40,0,2022,2nd rd 2017,,75,185,R,R,Mater Dei HS (CA),,,20.0,50.0,20.0,45.0,55.0,60.0,40.0,30.0,40.0,55.0,55.0,55.0,,,,,,,,,,,0,0,,0,,1,0.002,,,,
,MLB,sa708447,Mike Ford,Mike Ford,/players/mike-ford/15585/stats/batting,15585,1B/DH,-1.0,,,,2019,40,225,"6' 0""",,,23,,Princeton,45 / 50,45 / 55,55 / 55,30 / 30,50 / 50,55 / 55,,,,,,,,2018,0,,17246,23,Mike,Ford,1B,25,NYY,2018,2018 Report,15585,0,,0,23,40,0,2019,Undrafted 2013,,72,225,L,R,Princeton,,,45.0,50.0,45.0,55.0,55.0,55.0,30.0,30.0,50.0,50.0,55.0,55.0,,,,,,,,,,,0,0,,0,,0,3.032,,,,
,AAA,sa915685,Colton Hock,Colton Hock,/players/colton-hock/sa915685/stats/pitching,sa915685,P,-1.0,,,,2020,40,220,"6' 4""",,,23,,Stanford,,,,,,,55 / 55,,55 / 60,40 / 45,,,40 / 45,2018,0,,17516,23,Colton,Hock,RHP,21,MIA,2018,2018 Report,sa915685,0,,0,23,40,0,2020,4th rd 2017,,76,220,R,R,Stanford,,KGJYwGxFMH4,,,,,,,,,,,,,55.0,55.0,,,55.0,60.0,,,40.0,45.0,0,0,,0,,R5,,40.0,45.0,,
MLB,MLB,sa708446,Kyle Finnegan,Kyle Finnegan,/players/kyle-finnegan/15009/stats/pitching,15009,P,6.0,,,,2018,40,175,"6' 2""",,,23,,Texas State,,,,,,,60 / 60,50 / 50,,50 / 55,,,40 / 40,2018,0,,17273,23,Kyle,Finnegan,RHP,26,OAK,2018,2018 Report,15009,0,,0,23,40,0,2018,6th rd 2013,,74,175,R,R,Texas State,,,,,,,,,,,,,,,60.0,60.0,50.0,50.0,,,,,40.0,40.0,0,0,,0,,n/a,6.000,50.0,55.0,,
AAA,MLB,sa873674,Ronnie Dawson,Ronnie Dawson,/players/ronnie-dawson/19710/stats/batting,19710,DH,,,,,2020,40,225,"6' 2""",,,23,,Ohio State,30 / 40,40 / 50,60 / 60,55 / 55,30 / 40,40 / 40,,,,,,,,2018,0,,17545,23,Ronnie,Dawson,OF,22,HOU,2018,2018 Report,19710,0,,0,23,40,0,2020,2nd rd 2016,,74,225,L,R,Ohio State,,,30.0,40.0,40.0,50.0,60.0,60.0,55.0,55.0,30.0,40.0,40.0,40.0,,,,,,,,,,,0,0,,0,,2,0.012,,,,
AAA,MLB,sa3005024,Michael Mercado,Michael Mercado,/players/michael-mercado/23223/stats/pitching,23223,P,26.0,,,,2022,40,160,"6' 4""",,,23,,Westview HS (CA),,,,,,,45 / 55,30 / 40,45 / 55,40 / 50,,,30 / 50,2018,0,,17309,23,Michael,Mercado,RHP,18,TBR,2018,2018 Report,23223,0,,0,23,40,0,2022,2nd rd 2017,,76,160,R,R,Westview HS (CA),,,,,,,,,,,,,,,45.0,55.0,30.0,40.0,45.0,55.0,,,30.0,50.0,0,0,,0,,1,0.043,40.0,50.0,,
,MLB,sa507017,Ariel Hernández,Ariel Hernandez,/players/ariel-hernandez/15603/stats/pitching,15603,P,-1.0,,,,2017,40,230,"6' 4""",,,23,,Dominican Republic,,,,,,,70 / 70,,65 / 70,45 / 55,,,30 / 35,2018,0,,17572,23,Ariel,Hernandez,RHP,25,LAD,2018,2018 Report,15603,0,,0,23,40,0,2017,J2 2008,,76,230,R,R,Dominican Republic,,utwnDASP7so,,,,,,,,,,,,,70.0,70.0,,,65.0,70.0,,,30.0,35.0,0,0,,0,,2,0.063,45.0,55.0,,
,MLB,sa597780,Jorge López,Jorge Lopez,/players/jorge-lopez/14527/stats/pitching,14527,P,-1.0,,,,2017,40,195,"6' 4""",,,23,,Caguas Military HS (PR),,,,,,,60 / 60,,55 / 55,50 / 50,,,35 / 40,2018,0,,17595,23,Jorge,Lopez,RHP,24,MIL,2018,2018 Report,14527,0,,0,23,40,0,2017,2nd rd 2011,,76,195,R,R,Caguas Military HS (PR),,yNFMO_99TMc,,,,,,,,,,,,,60.0,60.0,,,55.0,55.0,,,35.0,40.0,0,0,,0,,n/a,6.162,50.0,50.0,,
MLB,MLB,sa875646,Tyler Phillips,Tyler Phillips,/players/tyler-phillips/20629/stats/pitching,20629,P,20.0,,,,2022,40,200,"6' 5""",,,23,,Bishop Eustace HS (NJ),,,,,,,55 / 60,,50 / 55,50 / 60,,,30 / 45,2018,0,,17343,23,Tyler,Phillips,RHP,20,TEX,2018,2018 Report,20629,0,,0,23,40,0,2022,16th rd 2015,,77,200,R,R,Bishop Eustace HS (NJ),,,,,,,,,,,,,,,55.0,60.0,,,50.0,55.0,,,30.0,45.0,0,0,,0,,0,1.048,50.0,60.0,,
MLB,MLB,sa599349,Aaron Bummer,Aaron Bummer,/players/aaron-bummer/16258/stats/pitching,16258,P,17.0,,,,2018,40,200,"6' 3""",,,23,,Nebraska,,,,,,,60 / 60,50 / 50,,50 / 50,,,40 / 40,2018,0,,17121,23,Aaron,Bummer,LHP,24,CHW,2018,2018 Report,16258,0,,0,23,40,0,2018,19th rd 2014,,75,200,L,L,Nebraska,,,,,,,,,,,,,,,60.0,60.0,50.0,50.0,,,,,40.0,40.0,0,0,,0,,n/a,7.150,50.0,50.0,,
,MLB,sa597838,Michael Pérez,Michael Perez,/players/michael-perez/12977/stats/batting,12977,C,-1.0,,,,2019,40,180,"5' 11""",,,23,,Colegio Vocacional Para Adultos (PR),45 / 55,20 / 40,45 / 45,40 / 40,45 / 50,50 / 50,,,,,,,,2018,0,,17392,23,Michael,Perez,C,25,ARI,2018,2018 Report,12977,0,,0,23,40,0,2019,5th rd 2011,,71,180,R,R,Colegio Vocacional Para Adultos (PR),,,45.0,55.0,20.0,40.0,45.0,45.0,40.0,40.0,45.0,50.0,50.0,50.0,,,,,,,,,,,0,0,,0,,0,3.095,,,,
,MLB,sa657955,Dylan Cozens,Dylan Cozens,/players/dylan-cozens/15115/stats/batting,15115,OF,-1.0,,,,2018,40,235,"6' 6""",,,23,,Chaparral HS (AZ),30 / 40,50 / 60,70 / 70,40 / 30,40 / 45,45 / 45,,,,,,,,2018,0,,17657,23,Dylan,Cozens,OF,23,PHI,2018,2018 Report,15115,0,,0,23,40,0,2018,2nd rd 2012,,78,235,L,L,Chaparral HS (AZ),,5CGtPSHk7sY,30.0,40.0,50.0,60.0,70.0,70.0,40.0,30.0,40.0,45.0,45.0,45.0,,,,,,,,,,,0,0,,0,,1,0.082,,,,
,AA,sa658525,Josh Graham,Josh Graham,/players/joshua-graham/sa658525/stats/pitching,sa658525,P,-1.0,,,,2019,40,215,"6' 1""",,,24,,Oregon,,,,,,,50 / 55,50 / 60,,65 / 70,,,40 / 45,2018,0,,17416,24,Josh,Graham,RHP,24,ATL,2018,2018 Report,sa658525,0,,0,24,40,0,2019,4th rd 2015,,73,215,R,R,Oregon,,,,,,,,,,,,,,,50.0,55.0,50.0,60.0,,,,,40.0,45.0,0,0,,0,,R5,,65.0,70.0,,
,MLB,sa857601,Matt Hall,Matt Hall,/players/matt-hall/18076/stats/pitching,18076,P,-1.0,,,,2019,40,200,"6' 0""",,,24,,Missouri State,,,,,,,45 / 45,,,60 / 0,,,40 / 45,2018,0,,17169,24,Matt,Hall,LHP,24,DET,2018,2018 Report,18076,0,,0,24,40,0,2019,6th rd 2015,,72,200,L,L,Missouri State,,,,,,,,,,,,,,,45.0,45.0,,,,60.0,,,40.0,45.0,0,0,,0,,1,0.128,60.0,,,
MLB,MLB,sa830146,Edgar Santana,Edgar Santana,/players/edgar-santana/17355/stats/pitching,17355,P,,,,,2017,40,180,"6' 2""",,,24,,Dominican Republic,,,,,,,60 / 60,55 / 55,,,,,45 / 45,2018,0,,17684,24,Edgar,Santana,RHP,26,PIT,2018,2018 Report,17355,0,,0,24,40,0,2017,J2 2013,,74,180,R,R,Dominican Republic,,Uc7wqHibJLI,,,,,,,,,,,,,60.0,60.0,55.0,55.0,,,,,45.0,45.0,0,0,,0,,1,3.022,,,,
AAA,MLB,sa3004199,Carlos Hernández,Carlos Hernandez,/players/carlos-hernandez/22713/stats/pitching,22713,P,5.0,,,,2022,40,175,"6' 4""",,,24,,Venezuela,,,,,,,60 / 60,45 / 50,,50 / 55,,,40 / 45,2018,0,,17193,24,Carlos,Hernandez,RHP,21,KCR,2018,2018 Report,22713,0,,0,24,40,0,2022,J2 2016,,76,175,R,R,Venezuela,,,,,,,,,,,,,,,60.0,60.0,45.0,50.0,,,,,40.0,45.0,0,0,,0,,0,4.075,50.0,55.0,,
AAA,MLB,sa708965,Phillip Ervin,Phillip Ervin,/players/phillip-ervin/14738/stats/batting,14738,OF,,,,,2017,40,207,"5' 10""",,,24,,Samford,40 / 40,30 / 45,55 / 55,60 / 60,40 / 50,60 / 60,,,,,,,,2018,0,,17470,24,Phil,Ervin,OF,25,CIN,2018,2018 Report,14738,0,,0,24,40,0,2017,1st rd 2013,,70,207,R,R,Samford,,J78dtaU2134,40.0,40.0,30.0,45.0,55.0,55.0,60.0,60.0,40.0,50.0,60.0,60.0,,,,,,,,,,,0,0,,0,,0,2.118,,,,
AAA,AAA,sa829787,Andrew Bechtold,Andrew Bechtold,/players/andrew-bechtold/sa829787/stats/batting,sa829787,3B,26.0,,,,2022,40,185,"6' 1""",,,24,,Chipola JC (FL),35 / 50,30 / 45,50 / 50,45 / 40,45 / 50,55 / 55,,,,,,,,2018,0,,17217,24,Andrew,Bechtold,3B,21,MIN,2018,2018 Report,sa829787,0,,0,24,40,0,2022,5th rd 2017,,73,185,R,R,Chipola JC (FL),,,35.0,50.0,30.0,45.0,50.0,50.0,45.0,40.0,45.0,50.0,55.0,55.0,,,,,,,,,,,0,0,,0,,R5,,,,,
,AAA,sa3004148,Jordy Barley,Jordy Barley,/players/jordy-barley/sa3004148/stats/batting,sa3004148,SS,-1.0,,,,2023,40,160,"6' 0""",,,24,,Dominican Republic,20 / 40,20 / 50,50 / 55,60 / 55,40 / 45,55 / 55,,,,,,,,2018,0,,17735,24,Jordy,Barley,SS,18,SDP,2018,2018 Report,sa3004148,0,,0,24,40,0,2023,J2 2016,,72,160,R,R,Dominican Republic,,xHbnPwZEbjI,20.0,40.0,20.0,50.0,50.0,55.0,60.0,55.0,40.0,45.0,55.0,55.0,,,,,,,,,,,0,0,,0,,R5,,,,,
MLB,MLB,sa549178,Tyler Austin,Tyler Austin,/players/tyler-austin/11850/stats/batting,11850,1B,17.0,,,,2018,40,220,"6' 1""",,,24,,Heritage HS (GA),35 / 40,50 / 60,65 / 65,30 / 30,45 / 50,50 / 50,,,,,,,,2018,0,,17247,24,Tyler,Austin,OF,26,NYY,2018,2018 Report,11850,0,,0,24,40,0,2018,13th rd 2010,,73,220,R,R,Heritage HS (GA),,E1RunoMqdZs,35.0,40.0,50.0,60.0,65.0,65.0,30.0,30.0,45.0,50.0,50.0,50.0,,,,,,,,,,,0,0,,0,,0,2.151,,,,
,MLB,sa3005360,Joe Dunand,Joe Dunand,/players/joe-dunand/19727/stats/batting,19727,2B/3B,-1.0,,,,2021,40,205,"6' 2""",,,24,,North Carolina State,30 / 40,40 / 45,55 / 60,40 / 40,40 / 45,60 / 60,,,,,,,,2018,0,,17517,24,Joe,Dunand,3B,22,MIA,2018,2018 Report,19727,0,,0,24,40,0,2021,2nd rd 2017,,74,205,R,R,North Carolina State,,qgmZPFsFqyw,30.0,40.0,40.0,45.0,55.0,60.0,40.0,40.0,40.0,45.0,60.0,60.0,,,,,,,,,,,0,0,,0,,2,0.007,,,,
AAA,MLB,sa829488,J.J. Matijevic,J.J. Matijevic,/players/jj-matijevic/20165/stats/batting,20165,1B/DH,,,,,2021,40,206,"6' 0""",,,24,,Arizona,30 / 40,40 / 50,55 / 55,50 / 50,30 / 40,50 / 50,,,,,,,,2018,0,,17546,24,J.J.,Matijevic,1B/LF,22,HOU,2018,2018 Report,20165,0,,0,24,40,0,2021,2nd rd 2017,,72,206,L,R,Arizona,,,30.0,40.0,40.0,50.0,55.0,55.0,50.0,50.0,30.0,40.0,50.0,50.0,,,,,,,,,,,0,0,,0,,2,0.102,,,,
,A,sa917977,Austin Franklin,Austin Franklin,/players/austin-franklin/sa917977/stats/pitching,sa917977,P,-2.0,,,,2021,40,215,"6' 3""",,,24,,Paxton HS (FL),,,,,,,50 / 55,,50 / 55,40 / 50,,,40 / 50,2018,0,,17310,24,Austin,Franklin,RHP,20,TBR,2018,2018 Report,sa917977,0,,0,24,40,0,2021,3rd rd 2016,,75,215,R,R,Paxton HS (FL),,,,,,,,,,,,,,,50.0,55.0,,,50.0,55.0,,,40.0,50.0,0,0,,0,,R5,,40.0,50.0,,
,MLB,sa828871,Troy Stokes Jr.,Troy Stokes Jr.,/players/troy-stokes-jr/17478/stats/batting,17478,OF,-1.0,,,,2019,40,182,"5' 8""",,,24,,Calvert Hall HS (MD),30 / 45,40 / 45,55 / 55,55 / 55,45 / 50,40 / 40,,,,,,,,2018,0,,17596,24,Troy,Stokes,OF,21,MIL,2018,2018 Report,17478,0,,0,24,40,0,2019,4th rd 2014,,68,182,R,R,Calvert Hall HS (MD),,DX1Bu8kW3W8,30.0,45.0,40.0,45.0,55.0,55.0,55.0,55.0,45.0,50.0,40.0,40.0,,,,,,,,,,,0,0,,0,,2,0.144,,,,
,A+,sa918959,Jean Casanova,Jean Casanova,/players/jean-casanova/sa918959/stats/pitching,sa918959,P,-1.0,,,,2021,40,155,"6' 3""",,,24,,Waukegan HS (IL),,,,,,,50 / 55,,45 / 50,45 / 50,,,45 / 60,2018,0,,17344,24,Jean,Casanova,RHP,20,TEX,2018,2018 Report,sa918959,0,,0,24,40,0,2021,35th rd 2016,,75,155,R,R,Waukegan HS (IL),,CQ94KnqUGTY,,,,,,,,,,,,,50.0,55.0,,,45.0,50.0,,,45.0,60.0,0,0,,0,,,,45.0,50.0,,
AAA,AAA,sa875031,Jordan Stephens,Jordan Stephens,/players/jordan-stephens/sa875031/stats/pitching,sa875031,P,,,,,2019,40,185,"6' 1""",,,24,,Rice,,,,,,,55 / 55,50 / 50,55 / 60,40 / 45,,,45 / 50,2018,0,,17122,24,Jordan,Stephens,RHP,24,CHW,2018,2018 Report,sa875031,0,,0,24,40,0,2019,5th rd 2015,,73,185,R,R,Rice,,,,,,,,,,,,,,,55.0,55.0,50.0,50.0,55.0,60.0,,,45.0,50.0,0,0,,0,,3,0.000,40.0,45.0,,
AAA,MLB,sa658684,Cole Irvin,Cole Irvin,/players/cole-irvin/19244/stats/pitching,19244,P,22.0,,,,2019,40,180,"6' 4""",,,24,,Oregon,,,,,,,40 / 40,45 / 50,50 / 50,40 / 45,,,45 / 55,2018,0,,17658,24,Cole,Irvin,LHP,24,PHI,2018,2018 Report,19244,0,,0,24,40,0,2019,5th rd 2016,,76,180,L,L,Oregon,,Fgw5VhHvMyY,,,,,,,,,,,,,40.0,40.0,45.0,50.0,50.0,50.0,,,45.0,55.0,0,0,,0,,0,4.078,40.0,45.0,,
,MLB,sa598758,Jacob Lindgren,Jacob Lindgren,/players/jacob-lindgren/16215/stats/pitching,16215,P,-1.0,,,,2018,40,210,"5' 11""",,,25,,Mississippi State,,,,,,,55 / 60,60 / 65,,40 / 45,,,40 / 50,2018,0,,17417,25,Jacob,Lindgren,LHP,24,ATL,2018,2018 Report,16215,0,,0,25,40,0,2018,2nd rd 2014,,71,210,L,L,Mississippi State,,0pxjqMUQT2Y,,,,,,,,,,,,,55.0,60.0,60.0,65.0,,,,,40.0,50.0,0,0,,0,,1,2.134,40.0,45.0,,
